timestep,hh_1,hh_2,hh_3
431,300.04,451.07,419.99
432,391.18,783.03,360.27
433,155.44,942.11,340.08
434,60.536,674.08,340.08
435,55.654,425.19,180.14
436,70.547,363.4,100.01
437,47.642,366.16,100.01
438,48.438,384.21,510.15
439,122.28,396.07,1640.1
440,355.08,355.2,1060.2
441,136.22,545.06,50.85
442,54.56,416.06,80.294
443,54.56,965.07,950.37
444,54.56,530.15,650.11
445,54.56,452.91,2070.1
446,59.584,299.19,1700.1
447,49.38,222.13,270.05
448,43.847,276.13,1200.2
449,52.539,292.11,440.19
450,55.654,313.26,1800.1
451,49.489,305.19,1560.1
452,168.42,290.23,750.12
453,364.14,318.12,1530.1
454,342.12,300.1,1060.2
455,120.66,853.14,530.09
456,53.406,945.13,430.17
457,54.56,1174.3,350.14
458,74.109,970.13,350.14
459,54.56,577.06,160.02
460,54.188,335.24,100.01
461,46.574,282.05,110.13
462,295.15,290.05,590.06
463,223.29,313.01,1410.2
464,47.534,524.09,80.294
465,52.539,256.03,70.565
466,55.654,252.22,80.55
467,54.56,240.16,2280.1
468,54.56,234.19,839.96
469,54.56,233.2,220.32
470,54.56,256.24,530.41
471,54.56,247.16,750.1
472,90.442,232.05,390.04
473,54.56,280.11,420.07
474,52.539,447.18,440.28
475,44.694,308.03,500.2
476,805.03,495.21,650.02
477,503.08,1012.1,439.98
478,462.26,1190.1,1490.2
479,372.23,1074.2,1420.1
480,377.15,789.13,629.96
481,75.368,792.16,320.09
482,55.654,662.11,310.05
483,63.468,265.04,80.294
484,51.461,244.16,90.28
485,53.633,242.12,90.28
486,262.37,248.15,290.32
487,279.24,262.13,1270.2
488,44.662,691.33,60.579
489,49.489,285.11,90.28
490,54.56,382.13,270.09
491,55.654,331.15,700.06
492,48.546,422.22,390.04
493,41.968,398.29,370.13
494,51.635,587.16,379.94
495,54.56,713.15,440.21
496,47.59,251.2,439.67
497,51.635,268.24,710.26
498,110.67,378.16,920.07
499,1403.1,580.09,1690
500,972.15,721.13,1950.2
501,221.2,883.25,1790.1
502,353.16,848,1510.2
503,57.277,953.13,429.86
504,53.481,828.21,390.04
505,46.686,813.11,340.08
506,70.682,589.03,349.98
507,53.481,309.99,90.024
508,54.56,781.21,90.024
509,55.407,1041.1,100.01
510,242.41,292.01,80.294
511,275.17,284.08,1550
512,53.481,521.07,450.62
513,54.56,207.02,90.28
514,54.56,202.13,1500.1
515,54.56,199.1,1640.2
516,54.576,200.34,190.34
517,52.539,278.07,230.25
518,47.642,261,1020.3
519,43.738,249.12,540.04
520,117.15,255.13,490.24
521,670.04,296.14,420.05
